species,pu,amount
22,1028,148.492736768
23,1028,289.775054492
24,1028,380.726924023
25,1028,110.653709717
22,1029,109.553389697
23,1029,304.734613428
24,1029,79.03322998
25,1029,176.260654199
22,1030,19.322854199
23,1030,99.469902734
24,1030,51.474348877
25,1030,267.981614258
25,1031,148.594127344
25,1032,45.544358154
14,1033,440.165135205
25,1033,14.161549316
14,1034,428.820840234
14,1035,139.365622852
14,1036,65.67282627
12,1037,2.99999585
13,1037,7.186494043
12,1038,13.669789746
13,1038,25.956273438
12,1039,46.654586865
13,1039,375.665863623
12,1040,342.604575098
13,1040,330.016503662
12,1041,151.08541167
13,1041,592.368182617
12,1042,55.133512744
13,1042,1.837241846
11,1043,32.238164111
17,1047,30.622450098
18,1047,1.807955566
19,1047,20.663075342
20,1047,8.886243164
17,1048,456.006637207
18,1048,439.391167383
19,1048,98.053115039
20,1048,23.078209375
17,1049,504.372418945
18,1049,549.562766455
19,1049,297.078012061
20,1049,129.65941001
17,1050,313.975766504
18,1050,524.04574707
19,1050,84.957693066
20,1050,77.636163672
17,1051,115.300971094
18,1051,354.050099854
19,1051,160.679858887
20,1051,147.315553271
17,1052,187.75055415
18,1052,174.800015186
19,1052,225.421726807
20,1052,80.432012549
22,1052,629.652839746
23,1052,79.613691064
24,1052,345.473276855
22,1053,770.946117432
23,1053,308.884057959
24,1053,336.236831787
22,1054,213.294545752
23,1054,922.480755859
24,1054,194.133501855
22,1055,59.503951318
23,1055,131.843100293
24,1055,146.583844922
25,1055,96.116645654
25,1056,421.287994482
22,1057,121.468563867
23,1057,773.739937598
24,1057,17.095168164
22,1058,144.343760303
23,1058,183.93972793
24,1058,32.926013818
25,1058,419.799763574
25,1059,94.755807568
25,1060,120.739231836
14,1061,256.233688184
14,1062,115.150218799
14,1063,96.39988374
13,1064,2.999999902
14,1064,252.487386963
12,1065,17.197176025
13,1065,53.99182168
13,1066,23.428952637
13,1067,717.510142432
12,1068,125.011159229
13,1068,121.510174707
12,1069,12.084300684
13,1069,44.588026416
11,1070,1579.567946777
12,1070,72.468130273
13,1070,19.984131006
17,1075,279.697355273
18,1075,150.706999561
19,1075,369.422054346
20,1075,37.279176904
17,1076,253.42439082
18,1076,146.241745557
19,1076,334.78168501
20,1076,30.638355615
17,1077,380.620617725
18,1077,250.126540723
19,1077,494.536273682
20,1077,131.225214014
17,1078,424.259971045
18,1078,350.222268555
19,1078,211.33993999
20,1078,30.494159863
22,1078,10.557583057
23,1078,39.45442002
24,1078,1.147975732
17,1079,85.242082373
18,1079,357.362544629
19,1079,331.426784082
20,1079,214.480481494
22,1079,68.685393555
17,1080,56.233773926
18,1080,25.714308643
19,1080,102.803327588
20,1080,82.406920801
22,1080,661.904706006
23,1080,102.679858838
24,1080,136.688179883
22,1081,347.00017207
23,1081,346.852966064
24,1081,98.701083398
22,1082,179.429407813
23,1082,156.559656982
24,1082,12.426624023
25,1082,250.277090479
22,1083,179.774468311
23,1083,122.698086768
24,1083,407.4793625
25,1083,150.882072754
22,1084,335.878618604
23,1084,220.932640723
24,1084,119.792766016
25,1084,8.759951855
22,1085,107.913942871
23,1085,557.589642773
24,1085,24.814296875
25,1085,4.517923438
23,1086,54.54823584
24,1086,2.926145996
25,1086,146.294256738
22,1087,8.656250049
23,1087,22.168321631
24,1087,12.552868359
25,1087,164.57986626
14,1088,428.619916113
25,1088,243.002103174
14,1089,55.312157422
14,1090,68.246482031
14,1091,114.886562988
12,1092,16.240856299
13,1092,123.458544287
14,1092,39.523124902
13,1093,0.684691406
13,1094,123.033122852
12,1095,23.707642188
13,1095,165.781438672
12,1096,59.597199463
13,1096,354.220953564
12,1097,508.103348877
13,1097,100.346179785
10,1098,272.958000293
11,1098,168.338604736
17,1103,133.778693018
18,1103,56.945586768
19,1103,495.763695605
20,1103,5.15351709
17,1104,149.756007031
18,1104,108.329466309
19,1104,278.760153564
20,1104,163.496122607
17,1105,106.472718896
18,1105,78.549844629
19,1105,126.722539111
20,1105,121.69570415
22,1105,54.128634326
23,1105,45.412859424
24,1105,104.411967285
17,1106,20.782001172
18,1106,9.849122705
19,1106,5.999999707
20,1106,15.187968848
22,1106,20.750225049
23,1106,113.566899316
24,1106,230.606345654
17,1107,706.322024561
18,1107,314.45911748
19,1107,432.465037598
20,1107,445.178831885
17,1108,260.810941504
18,1108,200.815326172
19,1108,108.193444092
20,1108,91.517248682
22,1108,235.769348633
23,1108,589.095673535
24,1108,311.184003223
22,1109,113.749874951
23,1109,411.496131396
24,1109,638.343664404
25,1109,172.847518311
22,1110,282.560545801
23,1110,555.572661377
24,1110,243.890055957
22,1111,79.73190835
23,1111,284.655766504
24,1111,1.661072119
25,1111,41.906285889
22,1112,68.13970957
23,1112,323.465267676
22,1113,360.359145264
23,1113,124.923859863
24,1113,107.296108936
25,1113,28.91499502
22,1114,122.885684961
23,1114,146.57713457
24,1114,17.642623145
25,1114,95.249294775
22,1115,225.377204492
23,1115,150.651677393
24,1115,124.312355762
25,1115,132.868988672
14,1116,615.010480225
14,1117,37.261536523
14,1118,70.748096045
13,1119,0.952052393
14,1119,444.174335938
13,1120,191.882911426
13,1121,67.979495068
13,1122,251.599626563
12,1123,313.490604736
13,1123,232.854015771
12,1124,32.027339063
13,1124,147.237515186
10,1125,129.222253711
12,1125,64.433516553
13,1125,30.904463037
19,1130,231.961292285
20,1130,2.640380713
17,1131,389.862417383
18,1131,15.86166709
19,1131,267.588412305
20,1131,131.600257129
17,1132,82.60327417
18,1132,48.843474951
19,1132,321.685142236
20,1132,277.652116211
22,1133,17.759867627
23,1133,47.701779736
24,1133,115.074668896
17,1134,15.812255957
18,1134,73.933759912
19,1134,59.402409033
20,1134,72.910131201
22,1134,132.129910889
23,1134,262.18071416
24,1134,236.296199658
17,1135,492.59163623
18,1135,507.068312744
19,1135,593.940008447
20,1135,375.373653027
17,1136,10.863004297
18,1136,102.960870654
19,1136,53.329392432
20,1136,3.991856836
22,1136,305.30574834
23,1136,184.673678027
24,1136,390.268927051
22,1137,175.979174756
23,1137,228.630316797
24,1137,82.131441748
25,1137,679.33265127
22,1138,52.655813184
23,1138,82.391663379
24,1138,62.918683008
25,1138,107.606578906
22,1139,402.019279297
23,1139,156.925125537
22,1140,24.837405566
23,1140,318.411513428
22,1141,164.360440039
23,1141,467.908326123
24,1141,212.17509043
25,1141,11.914130371
22,1142,140.799067383
23,1142,980.282755908
24,1142,82.464305176
25,1142,5.829412695
14,1143,137.954386572
22,1143,8.3009875
23,1143,79.049173096
24,1143,178.894247412
25,1143,212.453062891
14,1144,318.91727373
14,1145,51.255840771
14,1146,203.645401416
12,1147,21.187467871
13,1147,179.625791797
14,1147,144.824959766
13,1148,37.662411572
13,1149,3.400182129
12,1150,158.301535889
13,1150,34.155148926
14,1150,500.128080273
13,1151,80.019151611
12,1152,9.908280371
13,1152,172.038981543
10,1153,3373.570700977
11,1153,20.754005615
13,1153,12.290525537
17,1158,5.684410254
19,1158,322.679567188
20,1158,7.640380859
17,1159,237.663297656
18,1159,43.469464404
19,1159,540.098631592
20,1159,125.683327051
17,1160,181.15350083
18,1160,176.943832764
19,1160,174.78951001
20,1160,44.42423042
22,1160,164.167387256
23,1160,47.739765576
24,1160,110.549477393
22,1161,165.577401904
23,1161,126.638371484
24,1161,88.397986084
17,1162,161.897172754
18,1162,501.419242285
19,1162,394.950916846
20,1162,193.838820459
22,1162,99.043919434
23,1162,313.794252588
24,1162,186.612602441
17,1163,142.742247217
18,1163,509.784867383
19,1163,134.343209033
20,1163,162.573949268
22,1163,3.366296729
23,1163,85.418995557
24,1163,10.348335254
22,1164,587.241387402
23,1164,73.103846387
24,1164,41.164901807
25,1164,416.05885332
22,1165,289.871284277
23,1165,297.809632275
24,1165,260.391600244
25,1165,7.857876318
22,1166,114.39455957
23,1166,102.707509912
24,1166,60.228965283
25,1166,71.64095625
22,1167,104.438101221
23,1167,539.821597168
22,1168,4.024988428
23,1168,178.776770459
22,1169,283.798278076
23,1169,273.532603174
24,1169,0.640380859
22,1170,50.81293877
23,1170,228.887226367
24,1170,225.183914844
14,1171,201.527672559
14,1172,44.574934033
14,1173,179.604615771
14,1174,151.551078809
13,1175,771.605656152
13,1176,19.696243848
12,1177,100.259108594
13,1177,21.829092236
12,1178,63.33073042
13,1178,434.493017822
14,1178,86.561538135
13,1179,73.874615137
10,1180,2959.900337549
12,1180,286.855473291
13,1180,282.670498828
10,1181,1.190049316
17,1186,137.176716992
18,1186,210.14143042
19,1186,440.86428291
20,1186,198.274483691
17,1187,126.0750646
18,1187,85.233626514
19,1187,263.65669458
20,1187,154.980035986
22,1188,17.619811914
23,1188,28.420257275
24,1188,178.023875781
22,1189,245.029511572
23,1189,329.640404541
24,1189,321.913765967
17,1190,49.405086914
18,1190,254.488650781
19,1190,376.973233594
20,1190,306.983223682
22,1190,557.999157715
23,1190,449.884526758
24,1190,420.175446533
17,1191,278.604375928
18,1191,284.935022852
19,1191,60.923516699
20,1191,1.365405615
22,1191,339.746309131
23,1191,3.650144678
24,1191,128.590576465
22,1192,272.355252686
23,1192,243.769097607
24,1192,184.820112939
22,1193,298.727499707
23,1193,20.074238135
24,1193,44.787697412
25,1193,203.662693066
22,1194,361.627339014
23,1194,541.037297559
23,1195,360.180765625
22,1196,26.985435254
23,1196,498.298253564
22,1197,6.753407324
23,1197,672.744273535
24,1197,111.485068115
14,1198,57.387567627
22,1198,2.999713916
24,1198,1.965453223
25,1198,6.493888037
14,1199,158.875490332
14,1200,462.107786768
14,1201,316.591028125
13,1202,94.334640234
14,1202,818.371146045
13,1203,230.029175293
13,1204,3421.425317578
14,1204,668.420179395
14,1205,118.866573535
13,1206,13.466086865
14,1206,2.143841016
10,1207,1150.036234473
13,1207,72.964560547
15,1207,61.569080225
16,1207,80.567921338
10,1208,2140.479105908
11,1208,74.463877393
12,1208,131.981281592
13,1208,777.102719238
17,1214,202.090730859
18,1214,468.047561523
19,1214,411.68383335
20,1214,291.246688672
17,1215,84.76314668
18,1215,297.342689404
19,1215,176.236677637
20,1215,13.356574072
22,1215,1009.854717285
23,1215,6.371948193
24,1215,13.227437061
22,1216,384.201973145
23,1216,112.266898633
24,1216,199.72396875
18,1217,0.815479297
19,1217,1.224788428
20,1217,0.085758691
22,1217,258.245769336
23,1217,365.508134619
24,1217,321.895749805
17,1218,321.86030249
18,1218,219.480615576
19,1218,49.409763818
20,1218,34.70709248
22,1218,329.435046387
23,1218,330.988473535
24,1218,174.683334131
22,1219,284.705890625
23,1219,29.462778516
24,1219,203.348636182
22,1220,520.927012598
23,1220,267.099710938
24,1220,44.23056582
22,1221,99.533534326
23,1221,170.590891211
24,1221,35.379262549
22,1222,51.780254395
23,1222,184.153773047
24,1222,37.633904834
22,1223,0.640380908
23,1223,88.3127104
23,1224,4.009763672
24,1224,10.725008984
22,1225,3.28076167
23,1225,482.885671582
24,1225,7.577145703
14,1226,81.627523926
23,1226,470.268174805
25,1226,1.378046631
14,1227,211.295300879
14,1228,186.322793066
14,1229,66.995452881
13,1230,215.698135156
14,1230,48.845845703
13,1231,126.556412207
14,1231,8.229328516
13,1232,43.13382002
14,1232,1315.653884473
14,1233,65.562737061
12,1234,19.213542969
13,1234,26.788164014
15,1234,201.863247266
16,1234,0.684691406
10,1235,4156.921938135
12,1235,98.753386084
15,1235,172.948582373
16,1235,112.042253174
17,1241,280.418946289
18,1241,79.637188281
19,1241,209.581290381
20,1241,120.812126367
17,1242,337.034088477
18,1242,57.524275781
19,1242,158.887806885
20,1242,39.232065088
17,1243,814.929853809
18,1243,71.514100244
19,1243,103.706582129
20,1243,29.80012207
22,1243,20.185465088
23,1243,202.921540479
24,1243,286.973963867
22,1244,199.783494971
23,1244,240.313017871
24,1244,337.531243555
22,1245,476.567607764
23,1245,230.796906982
24,1245,577.746327637
17,1246,171.710144189
18,1246,93.303283789
19,1246,126.977234619
22,1246,643.221610156
23,1246,41.245960254
24,1246,214.969250928
22,1247,325.264197021
23,1247,19.260495947
24,1247,63.717492041
22,1248,334.891149023
23,1248,143.400671973
24,1248,155.377230908
22,1249,5.800731689
23,1249,501.572594971
24,1249,72.185648389
23,1250,84.742492041
24,1250,5.36938291
23,1251,373.237133984
24,1251,28.589636328
23,1252,331.220220068
14,1253,27.620234814
22,1253,1.34122749
23,1253,300.341807568
25,1253,138.790115283
14,1254,172.684105566
14,1255,85.317562842
14,1256,329.191152393
14,1257,764.3629646
13,1258,118.587655859
14,1258,61.058354492
13,1259,179.702180908
14,1259,213.31388584
13,1260,3.056980664
14,1260,461.252530518
12,1261,41.913324219
13,1261,73.783748047
14,1261,13.846199268
15,1261,32.747101074
16,1261,142.556926709
10,1262,3902.442955078
12,1262,8.258085547
13,1262,73.857830469
15,1262,122.320982764
16,1262,469.245640918
10,1263,803.384348145
11,1263,17.888241016
15,1263,6.158145068
16,1263,20.302366162
17,1269,51.673620264
18,1269,613.994911963
19,1269,125.846175098
20,1269,30.092315625
17,1270,622.470091162
18,1270,222.146752832
19,1270,293.881476416
20,1270,2.556538818
17,1271,81.57360498
18,1271,15.832765283
19,1271,8.342630908
20,1271,43.983004932
22,1271,1053.142842529
23,1271,1
24,1271,93.732015137
22,1272,334.946228125
23,1272,405.323570605
24,1272,158.109519873
22,1273,380.234656104
23,1273,274.666601025
24,1273,370.392868848
22,1274,194.626432471
23,1274,196.391116016
24,1274,50.962543945
22,1275,317.430927881
23,1275,224.740277197
24,1275,38.387634961
22,1276,65.765750049
23,1276,317.956101416
24,1276,20.90880835
23,1277,385.434288428
24,1277,0.640380908
23,1278,863.251847754
24,1278,0.684691406
23,1279,386.923137598
24,1279,0.640380859
23,1280,26.340059814
24,1280,1
14,1281,436.778067188
23,1281,255.558983447
24,1281,15.19760127
14,1282,11.8046729
14,1283,212.736288916
14,1284,186.45908125
13,1285,5.000000098
14,1285,490.310562354
16,1285,727.854290381
13,1286,61.239777832
14,1286,278.675136621
15,1286,7.599554834
16,1286,249.931740381
13,1287,328.855357959
14,1287,79.366468652
12,1288,2.640380859
13,1288,2.681503516
14,1288,30.041381006
10,1289,1591.554883496
13,1289,76.039497314
15,1289,344.33097793
16,1289,678.699663818
10,1290,4101.714665234
15,1290,456.292145898
16,1290,448.216036621
17,1296,20.274726025
18,1296,167.435863721
19,1296,97.206114648
20,1296,35.71187168
17,1297,24.089561963
18,1297,79.679812598
19,1297,20.590702734
20,1297,229.743183008
17,1298,25.649703125
18,1298,65.91966582
19,1298,163.802938037
20,1298,67.408273926
17,1299,19.69279707
19,1299,38.407474268
20,1299,16.067174658
22,1299,87.801417578
23,1299,102.658616455
24,1299,204.207333789
22,1300,389.465499951
23,1300,441.214834131
24,1300,262.795770117
22,1301,432.737131201
23,1301,111.112327295
24,1301,352.593658496
22,1302,277.04213291
23,1302,140.517884717
24,1302,357.004449365
22,1303,182.792597168
23,1303,252.055973682
24,1303,8.679931738
22,1304,1.369382861
23,1304,33.20311084
24,1304,9.281125098
23,1305,292.523533105
23,1306,149.709100879
24,1306,18.806538574
23,1307,46.420872656
24,1307,10.123784717
23,1308,166.305217773
24,1308,36.214262354
14,1309,23.055688281
23,1309,7.240177051
24,1309,93.815409912
14,1310,724.051188574
23,1310,0.990703076
14,1311,143.268371924
14,1312,297.971887646
16,1312,62.803838818
14,1313,8.087239648
15,1313,262.652906982
16,1313,0.640380859
14,1314,657.223317334
15,1314,468.255768652
16,1314,23.946195117
14,1315,116.917870068
15,1315,150.255375098
16,1315,2.28076167
10,1316,282.009366162
14,1316,226.651872607
15,1316,198.931857422
16,1316,50.705331104
10,1317,4156.921938184
15,1317,631.729884766
16,1317,648.677498828
10,1318,35.884971924
17,1324,215.944475781
18,1324,280.904063672
19,1324,85.825961914
20,1324,7.212308691
17,1325,184.275453076
18,1325,4.879184521
19,1325,333.391198535
20,1325,0.640380859
17,1326,424.728595654
18,1326,209.769012891
19,1326,249.735054883
20,1326,108.664517627
22,1326,56.447236719
23,1326,9.660598193
24,1326,76.313274023
22,1327,421.384219922
23,1327,28.267564111
24,1327,220.072143018
22,1328,565.049461719
23,1328,640.470713623
24,1328,545.437232373
19,1329,0.13139043
22,1329,465.916125293
23,1329,402.614957324
24,1329,452.062081201
22,1330,384.11013877
23,1330,130.520418066
24,1330,282.455846582
22,1331,38.689279785
23,1331,109.235447559
24,1331,112.529966992
23,1332,6.994778809
24,1332,8.197265723
23,1333,276.537414502
24,1333,44.395434619
23,1334,398.41284873
24,1334,22.768581494
23,1335,30.147975879
24,1335,35.119714355
14,1336,2
23,1336,29.847745313
24,1336,82.251258887
14,1337,20.009934863
22,1337,80.907005273
23,1337,11.2818604
24,1337,225.577817578
14,1338,183.698901367
14,1339,296.665255664
14,1340,185.574376221
15,1340,0.068259082
16,1340,29.933666016
15,1341,1630.47708374
16,1341,2123.348375537
14,1342,96.809271436
15,1342,21.770508838
16,1342,123.967125439
10,1343,1.037987744
14,1343,156.517746045
15,1343,6.287260205
16,1343,1237.840898486
10,1344,4149.492051758
15,1344,100.364024561
16,1344,20.751759619
10,1345,2673.269358496
15,1345,517.172003662
16,1345,143.611636768
18,1351,4.675405957
19,1351,419.705153564
20,1351,27.630035596
17,1352,102.136428906
18,1352,168.37080835
19,1352,58.057081494
20,1352,14.911915527
17,1353,74.410072559
18,1353,100.904645117
19,1353,200.4125875
20,1353,83.137185059
22,1354,412.923440527
23,1354,14.287515527
24,1354,199.482042578
17,1355,0.376624707
22,1355,470.554539502
23,1355,60.666675293
24,1355,330.231091309
17,1356,59.219003125
18,1356,33.946675928
19,1356,43.228868018
22,1356,180.460957813
23,1356,279.347684961
24,1356,448.142568994
22,1357,376.258772754
23,1357,27.668058008
24,1357,257.337847363
21,1358,103.380558447
22,1358,62.970802295
23,1358,249.057480957
24,1358,188.512668506
22,1359,51.351502246
23,1359,161.484345947
24,1359,110.480590381
21,1360,0.518614648
23,1360,22.926008301
24,1360,219.668448975
23,1361,85.212914014
24,1361,6.220869824
23,1362,17.767645898
24,1362,28.057707324
23,1363,423.178357227
14,1364,39.545266016
24,1364,97.480584326
14,1365,130.14010332
22,1365,3.079830273
23,1365,14.669920215
24,1365,65.458706543
14,1366,142.013148389
14,1367,142.402259766
15,1368,737.748596582
16,1368,42.561822754
15,1369,44.244824658
16,1369,166.115967334
15,1370,761.182694385
16,1370,229.596292529
10,1371,3803.847817627
15,1371,279.577279736
16,1371,2.034544385
10,1372,4156.921938135
15,1372,717.859450781
16,1372,133.233128662
16,1373,0.065947656
17,1379,113.187468213
18,1379,180.598435498
19,1379,66.649949072
20,1379,118.472843262
17,1380,197.493352734
18,1380,1.047236963
19,1380,286.738518018
20,1380,50.818870947
17,1381,152.170756641
18,1381,29.080108545
19,1381,512.88250376
20,1381,155.871711963
22,1381,25.098991846
23,1381,4.969382324
24,1381,20.52954668
17,1382,3
18,1382,331.892095654
19,1382,57.740908008
20,1382,25.363846924
22,1382,453.243278857
23,1382,89.571120508
24,1382,120.232817627
17,1383,605.416577441
18,1383,234.644156299
19,1383,61.71933125
20,1383,323.817484912
22,1383,408.757476563
23,1383,281.403611182
24,1383,545.447362402
17,1384,685.20193374
18,1384,42.815764941
19,1384,49.146626123
22,1384,1174.147642871
23,1384,75.492848682
24,1384,47.048392383
21,1385,117.69056377
22,1385,143.622999268
23,1385,130.9754021
24,1385,683.263119727
21,1386,10.754475293
22,1386,96.501436768
23,1386,743.884384326
24,1386,152.625129883
21,1387,46.565869092
23,1387,59.698338574
24,1387,30.447757617
23,1388,245.175506348
24,1388,12.566506543
23,1389,27.025244141
24,1389,190.351720996
23,1390,3.053792822
24,1390,155.583490088
14,1391,351.721717871
23,1391,19.962970557
24,1391,124.476970947
14,1392,199.508565527
23,1392,0.640380908
24,1392,182.943337207
14,1393,906.845653809
14,1394,9.875859766
14,1395,260.660581592
15,1395,5.05172251
16,1395,111.896874854
16,1396,794.335230078
15,1397,234.934802588
10,1398,2373.707236377
15,1398,76.925511914
16,1398,8.385932666
10,1399,4156.921938232
15,1399,174.369682178
16,1399,5.640380859
10,1400,3698.688101221
15,1400,158.771629639
16,1400,177.480568652
18,1406,25.749299658
19,1406,12.706410156
20,1406,38.978103613
17,1407,82.563163428
18,1407,321.667470947
19,1407,66.291830176
20,1407,107.061599756
17,1408,297.383244775
18,1408,126.852504004
19,1408,637.757395654
20,1408,6.167158594
17,1409,42.512441064
18,1409,355.632480713
19,1409,422.640526709
20,1409,480.361729199
22,1409,82.770736426
23,1409,11.894924951
24,1409,58.649138184
17,1410,465.84590083
18,1410,392.068233252
19,1410,316.630340576
20,1410,130.298282373
22,1410,36.192893457
23,1410,0.567943652
24,1410,4.640380713
17,1411,320.881056396
18,1411,421.813806396
19,1411,300.734341357
20,1411,457.523230273
22,1412,142.908489795
23,1412,61.277370117
24,1412,341.692954199
21,1413,206.062883008
22,1413,26.585504834
24,1413,98.565293701
21,1414,19.528825146
22,1414,17.988701221
23,1414,231.48887334
24,1414,206.448231152
21,1415,334.296073438
23,1415,25.287730127
24,1415,11.869529395
23,1416,51.058132764
24,1416,114.92147334
23,1417,144.75295542
24,1417,66.906166748
23,1418,36.004761328
24,1418,87.794404785
14,1419,9.902801855
23,1419,3.68469126
24,1419,315.291215625
14,1420,1351.61596665
23,1420,10.235106348
24,1420,320.184786133
14,1421,16.310115625
14,1422,219.293454834
15,1423,88.761173242
16,1423,43.382677441
15,1424,23.32287417
16,1424,31.610975049
10,1425,400.329876025
15,1425,88.719179541
16,1425,58.341103467
10,1426,4156.921938184
15,1426,187.75119165
16,1426,43.766305518
10,1427,4156.921938135
15,1427,907.378407129
16,1427,63.787165771
10,1428,433.778688623
16,1428,24.150298975
17,1433,3.280761768
18,1433,83.144839795
19,1433,122.207922266
20,1433,172.402194873
18,1434,23.259071289
19,1434,138.692727197
20,1434,4.956624463
17,1435,72.704552002
18,1435,17.816833008
19,1435,183.538115527
20,1435,53.200391309
17,1436,156.072369775
18,1436,67.522314014
19,1436,581.182026514
20,1436,472.304462451
17,1437,707.445638037
18,1437,133.114977393
19,1437,251.524144531
20,1437,238.796033154
17,1438,799.24638916
18,1438,535.625283887
19,1438,620.434198926
20,1438,742.220307275
17,1439,823.874401807
18,1439,306.688618018
19,1439,43.873400537
22,1439,101.674297461
23,1439,948.550849316
24,1439,279.014507422
21,1440,349.280159863
22,1440,33.413855518
23,1440,15.295381055
24,1440,244.621067676
21,1441,59.333151514
22,1441,4.09075918
23,1441,95.37035874
24,1441,14.724850244
21,1442,160.835872656
23,1442,48.726069385
23,1443,208.164769531
24,1443,143.169428906
23,1444,134.952111621
24,1444,630.011018408
23,1445,88.05919624
24,1445,247.477503271
23,1446,2.53155332
24,1446,191.391377783
23,1447,14.853230518
24,1447,322.829722852
14,1448,347.772170898
14,1449,536.188699414
14,1450,237.90103623
16,1450,1.999999902
15,1451,13.655739014
16,1451,79.972958594
15,1452,50.867219434
16,1452,26.741980762
10,1453,4156.921938184
15,1453,28.415167236
16,1453,43.791977148
10,1454,4156.921938232
15,1454,191.034177051
16,1454,137.943611523
10,1455,3653.438608789
15,1455,113.232804883
16,1455,59.969393994
17,1461,2.050085693
18,1461,156.823989648
19,1461,252.508276953
20,1461,1.999999902
17,1462,183.324997314
18,1462,128.041749414
19,1462,206.655466211
20,1462,356.028172119
17,1463,319.360090039
18,1463,159.50840415
19,1463,510.013944824
20,1463,376.104635449
17,1464,439.594358203
18,1464,607.766461816
19,1464,719.39595293
20,1464,480.960919043
17,1465,377.997561768
18,1465,428.870029639
19,1465,334.011052588
20,1465,571.219627148
17,1466,614.388237842
18,1466,392.562297852
19,1466,334.877883496
20,1466,140.671323047
22,1467,139.179739795
23,1467,237.969529199
24,1467,212.328269287
21,1468,221.26417168
21,1469,223.503488281
21,1470,213.297845459
23,1470,70.948492334
24,1470,1.280761719
23,1471,84.512341455
24,1471,183.672042871
23,1472,101.94744873
24,1472,353.57728042
23,1473,25.305298828
24,1473,374.678353027
23,1474,42.240999414
24,1474,603.688385791
23,1475,12.455113721
24,1475,294.924328955
14,1476,269.535332861
14,1477,558.467031299
15,1478,59.593035107
16,1478,67.488595313
15,1479,36.341102637
16,1479,215.691974414
10,1480,2864.580966846
15,1480,10.214983789
16,1480,123.610568164
10,1481,4156.921938135
15,1481,802.572098828
16,1481,185.461238037
10,1482,3559.202870166
15,1482,105.530774414
16,1482,325.204647021
17,1488,18.402691699
18,1488,21.14278042
19,1488,51.613041162
20,1488,38.199482031
18,1489,1.982649902
19,1489,6.757546729
20,1489,34.936787207
17,1490,249.142954297
18,1490,193.401015039
19,1490,460.950447852
20,1490,181.651036865
17,1491,450.519129443
18,1491,196.212998926
19,1491,386.723792236
20,1491,574.269740869
17,1492,384.626321924
18,1492,222.596799609
19,1492,475.244010352
20,1492,500.706619824
17,1493,575.625061328
18,1493,269.144622217
19,1493,375.808403467
20,1493,425.073838086
17,1494,445.428349561
18,1494,117.04790918
19,1494,65.39962627
20,1494,161.501215771
22,1494,377.710674658
23,1494,273.070665234
24,1494,482.946133936
21,1495,136.724792969
22,1495,25.164993408
23,1495,21.89032168
24,1495,27.903572705
21,1496,287.494434326
21,1497,164.038477588
21,1498,42.304778662
23,1498,245.474382568
24,1498,9.684691211
15,1499,11.181320361
23,1499,192.412949805
24,1499,178.705245459
23,1500,47.083459277
24,1500,679.839841162
23,1501,0.684691406
24,1501,158.311121924
23,1502,329.400421484
24,1502,9.323235449
14,1503,176.124533936
23,1503,104.537610352
24,1503,29.487947998
14,1504,258.815595459
14,1505,125.53512959
16,1505,1
15,1506,68.136656348
16,1506,599.254647705
10,1507,533.376423145
15,1507,32.152756396
16,1507,3.225771973
10,1508,4156.921938184
15,1508,228.502502637
16,1508,351.173325146
10,1509,2726.675405371
15,1509,284.056348584
16,1509,229.147189355
10,1510,1948.213343896
15,1510,13.777386963
16,1510,94.842233789
17,1516,91.481701953
18,1516,144.900223193
19,1516,214.862973926
20,1516,14.536567725
17,1517,105.321147705
18,1517,151.135147119
19,1517,132.505433691
20,1517,60.012983496
17,1518,213.368428271
18,1518,120.093858789
19,1518,592.768772559
20,1518,164.22352749
17,1519,198.10156792
18,1519,651.807101465
19,1519,369.104322559
20,1519,236.148574365
17,1520,201.360948193
18,1520,323.368149658
19,1520,353.057809961
20,1520,797.745243311
17,1521,261.524204004
18,1521,563.082629199
19,1521,476.946964111
20,1521,449.654185449
21,1522,15.695489014
22,1522,168.926457471
23,1522,349.457405615
24,1522,192.598818896
21,1523,248.753421973
21,1524,423.139944775
21,1525,255.611462354
22,1526,5.471983838
23,1526,870.886772314
24,1526,332.311733643
15,1527,39.569105273
16,1527,49.764284717
24,1527,146.473043018
16,1528,32.976042871
23,1528,84.316790283
24,1528,79.034102686
23,1529,31.960512988
24,1529,262.928182764
23,1530,7.566056982
24,1530,466.771916699
14,1531,384.292969727
14,1532,161.875980127
15,1533,85.494158057
16,1533,9.777006885
15,1534,105.970326563
16,1534,271.245577051
10,1535,4156.921938232
15,1535,5.63059668
16,1535,21.5580375
10,1536,4152.337568213
15,1536,448.332139746
16,1536,133.237832129
10,1537,3222.737475684
15,1537,182.649965527
16,1537,299.33020957
17,1543,10.654033691
18,1543,13.018203662
19,1543,76.920517139
20,1543,24.959053662
17,1544,47.134833154
18,1544,250.252541943
19,1544,61.53924917
20,1544,14.253331885
17,1545,50.250062891
18,1545,243.752621484
19,1545,177.16628457
20,1545,36.997282617
17,1546,259.650704443
18,1546,227.570712744
19,1546,250.209740283
20,1546,275.800175537
17,1547,362.85613374
18,1547,668.882233936
19,1547,828.636258594
20,1547,502.66526792
17,1548,316.595026074
18,1548,819.516789648
19,1548,559.99645874
20,1548,417.147727441
17,1549,394.444194727
18,1549,852.785533545
19,1549,122.197057666
20,1549,194.180315479
22,1549,27.824013525
23,1549,115.560278174
24,1549,16.536361719
