id1	id2	boundary
477	505	4000.00000
477	532	4000.00000
487	487	16000.00000
487	514	4000.00000
487	542	4000.00000
489	489	4000.00000
489	516	4000.00000
489	517	4000.00000
489	544	4000.00000
490	490	8000.00000
490	517	4000.00000
490	518	4000.00000
490	545	4000.00000
491	491	8000.00000
491	518	4000.00000
491	519	4000.00000
491	546	4000.00000
492	519	4000.00000
492	520	4000.00000
492	547	4000.00000
493	493	8000.00000
493	520	4000.00000
493	521	4000.00000
493	548	4000.00000
496	523	4000.00000
496	524	4000.00000
496	551	4000.00000
497	524	4000.00000
497	525	4000.00000
497	552	4000.00000
498	525	4000.00000
498	526	4000.00000
498	553	4000.00000
499	526	4000.00000
499	527	4000.00000
499	554	4000.00000
500	527	4000.00000
500	528	4000.00000
500	555	4000.00000
501	528	4000.00000
501	529	4000.00000
501	556	4000.00000
502	529	4000.00000
502	530	4000.00000
502	557	4000.00000
503	530	4000.00000
503	531	4000.00000
503	558	4000.00000
504	531	4000.00000
504	532	4000.00000
504	559	4000.00000
505	505	8000.00000
505	532	4000.00000
505	533	4000.00000
505	560	4000.00000
512	512	12000.00000
512	539	4000.00000
512	540	4000.00000
512	567	4000.00000
513	513	12000.00000
513	540	4000.00000
513	541	4000.00000
513	568	4000.00000
514	514	8000.00000
514	541	4000.00000
514	542	4000.00000
514	569	4000.00000
516	516	8000.00000
516	543	4000.00000
516	544	4000.00000
516	571	4000.00000
517	544	4000.00000
517	545	4000.00000
517	572	4000.00000
518	518	4000.00000
518	545	4000.00000
518	546	4000.00000
518	573	4000.00000
519	546	4000.00000
519	547	4000.00000
519	574	4000.00000
520	547	4000.00000
520	548	4000.00000
520	575	4000.00000
521	521	12000.00000
521	548	4000.00000
521	576	4000.00000
523	523	8000.00000
523	551	4000.00000
523	578	4000.00000
524	551	4000.00000
524	552	4000.00000
524	579	4000.00000
525	552	4000.00000
525	553	4000.00000
525	580	4000.00000
526	553	4000.00000
526	554	4000.00000
526	581	4000.00000
527	554	4000.00000
527	555	4000.00000
527	582	4000.00000
528	555	4000.00000
528	556	4000.00000
528	583	4000.00000
529	556	4000.00000
529	557	4000.00000
529	584	4000.00000
530	557	4000.00000
530	558	4000.00000
530	585	4000.00000
531	558	4000.00000
531	559	4000.00000
531	586	4000.00000
532	559	4000.00000
532	560	4000.00000
532	587	4000.00000
533	533	8000.00000
533	560	4000.00000
533	561	4000.00000
533	588	4000.00000
538	538	12000.00000
538	565	4000.00000
538	566	4000.00000
538	593	4000.00000
539	539	8000.00000
539	566	4000.00000
539	567	4000.00000
539	594	4000.00000
540	540	4000.00000
540	567	4000.00000
540	568	4000.00000
540	595	4000.00000
541	541	4000.00000
541	568	4000.00000
541	569	4000.00000
541	596	4000.00000
542	542	4000.00000
542	569	4000.00000
542	570	4000.00000
542	597	4000.00000
543	543	8000.00000
543	570	4000.00000
543	571	4000.00000
543	598	4000.00000
544	571	4000.00000
544	572	4000.00000
544	599	4000.00000
545	572	4000.00000
545	573	4000.00000
545	600	4000.00000
546	573	4000.00000
546	574	4000.00000
546	601	4000.00000
547	574	4000.00000
547	575	4000.00000
547	602	4000.00000
548	575	4000.00000
548	576	4000.00000
548	603	4000.00000
551	578	4000.00000
551	579	4000.00000
551	606	4000.00000
552	579	4000.00000
552	580	4000.00000
552	607	4000.00000
553	580	4000.00000
553	581	4000.00000
553	608	4000.00000
554	581	4000.00000
554	582	4000.00000
554	609	4000.00000
555	582	4000.00000
555	583	4000.00000
555	610	4000.00000
556	583	4000.00000
556	584	4000.00000
556	611	4000.00000
557	584	4000.00000
557	585	4000.00000
557	612	4000.00000
558	585	4000.00000
558	586	4000.00000
558	613	4000.00000
559	586	4000.00000
559	587	4000.00000
559	614	4000.00000
560	587	4000.00000
560	588	4000.00000
560	615	4000.00000
561	561	8000.00000
561	588	4000.00000
561	589	4000.00000
561	616	4000.00000
565	565	8000.00000
565	592	4000.00000
565	593	4000.00000
565	620	4000.00000
566	566	4000.00000
566	593	4000.00000
566	594	4000.00000
566	621	4000.00000
567	594	4000.00000
567	595	4000.00000
567	622	4000.00000
568	595	4000.00000
568	596	4000.00000
568	623	4000.00000
569	596	4000.00000
569	597	4000.00000
569	624	4000.00000
570	570	4000.00000
570	597	4000.00000
570	598	4000.00000
570	625	4000.00000
571	598	4000.00000
571	599	4000.00000
571	626	4000.00000
572	599	4000.00000
572	600	4000.00000
572	627	4000.00000
573	600	4000.00000
573	601	4000.00000
573	628	4000.00000
574	601	4000.00000
574	602	4000.00000
574	629	4000.00000
575	602	4000.00000
575	603	4000.00000
575	630	4000.00000
576	576	4000.00000
576	603	4000.00000
576	604	4000.00000
576	631	4000.00000
578	578	8000.00000
578	606	4000.00000
578	633	4000.00000
579	606	4000.00000
579	607	4000.00000
579	634	4000.00000
580	607	4000.00000
580	608	4000.00000
580	635	4000.00000
581	608	4000.00000
581	609	4000.00000
581	636	4000.00000
582	609	4000.00000
582	610	4000.00000
582	637	4000.00000
583	610	4000.00000
583	611	4000.00000
583	638	4000.00000
584	611	4000.00000
584	612	4000.00000
584	639	4000.00000
585	612	4000.00000
585	613	4000.00000
585	640	4000.00000
586	613	4000.00000
586	614	4000.00000
586	641	4000.00000
587	614	4000.00000
587	615	4000.00000
587	642	4000.00000
588	615	4000.00000
588	616	4000.00000
588	643	4000.00000
589	589	8000.00000
589	616	4000.00000
589	617	4000.00000
589	644	4000.00000
591	591	12000.00000
591	618	4000.00000
591	619	4000.00000
591	646	4000.00000
592	592	8000.00000
592	619	4000.00000
592	620	4000.00000
592	647	4000.00000
593	620	4000.00000
593	621	4000.00000
593	648	4000.00000
594	621	4000.00000
594	622	4000.00000
594	649	4000.00000
595	622	4000.00000
595	623	4000.00000
595	650	4000.00000
596	623	4000.00000
596	624	4000.00000
596	651	4000.00000
597	624	4000.00000
597	625	4000.00000
597	652	4000.00000
598	625	4000.00000
598	626	4000.00000
598	653	4000.00000
599	626	4000.00000
599	627	4000.00000
599	654	4000.00000
600	627	4000.00000
600	628	4000.00000
600	655	4000.00000
601	628	4000.00000
601	629	4000.00000
601	656	4000.00000
602	629	4000.00000
602	630	4000.00000
602	657	4000.00000
603	630	4000.00000
603	631	4000.00000
603	658	4000.00000
604	604	12000.00000
604	631	4000.00000
604	659	4000.00000
606	633	4000.00000
606	634	4000.00000
606	661	4000.00000
607	634	4000.00000
607	635	4000.00000
607	662	4000.00000
608	635	4000.00000
608	636	4000.00000
608	663	4000.00000
609	636	4000.00000
609	637	4000.00000
609	664	4000.00000
610	637	4000.00000
610	638	4000.00000
610	665	4000.00000
611	638	4000.00000
611	639	4000.00000
611	666	4000.00000
612	639	4000.00000
612	640	4000.00000
612	667	4000.00000
613	640	4000.00000
613	641	4000.00000
613	668	4000.00000
614	641	4000.00000
614	642	4000.00000
614	669	4000.00000
615	642	4000.00000
615	643	4000.00000
615	670	4000.00000
616	643	4000.00000
616	644	4000.00000
616	671	4000.00000
617	617	8000.00000
617	644	4000.00000
617	645	4000.00000
617	672	4000.00000
618	618	8000.00000
618	645	4000.00000
618	646	4000.00000
618	673	4000.00000
619	619	4000.00000
619	646	4000.00000
619	647	4000.00000
619	674	4000.00000
620	647	4000.00000
620	648	4000.00000
620	675	4000.00000
621	648	4000.00000
621	649	4000.00000
621	676	4000.00000
622	649	4000.00000
622	650	4000.00000
622	677	4000.00000
623	650	4000.00000
623	651	4000.00000
623	678	4000.00000
624	651	4000.00000
624	652	4000.00000
624	679	4000.00000
625	652	4000.00000
625	653	4000.00000
625	680	4000.00000
626	653	4000.00000
626	654	4000.00000
626	681	4000.00000
627	654	4000.00000
627	655	4000.00000
627	682	4000.00000
628	655	4000.00000
628	656	4000.00000
628	683	4000.00000
629	656	4000.00000
629	657	4000.00000
629	684	4000.00000
630	657	4000.00000
630	658	4000.00000
630	685	4000.00000
631	658	4000.00000
631	659	4000.00000
631	686	4000.00000
633	633	8000.00000
633	661	4000.00000
633	688	4000.00000
634	661	4000.00000
634	662	4000.00000
634	689	4000.00000
635	662	4000.00000
635	663	4000.00000
635	690	4000.00000
636	663	4000.00000
636	664	4000.00000
636	691	4000.00000
637	664	4000.00000
637	665	4000.00000
637	692	4000.00000
638	665	4000.00000
638	666	4000.00000
638	693	4000.00000
639	666	4000.00000
639	667	4000.00000
639	694	4000.00000
640	667	4000.00000
640	668	4000.00000
640	695	4000.00000
641	668	4000.00000
641	669	4000.00000
641	696	4000.00000
642	669	4000.00000
642	670	4000.00000
642	697	4000.00000
643	670	4000.00000
643	671	4000.00000
643	698	4000.00000
644	671	4000.00000
644	672	4000.00000
644	699	4000.00000
645	645	4000.00000
645	672	4000.00000
645	673	4000.00000
645	700	4000.00000
646	673	4000.00000
646	674	4000.00000
646	701	4000.00000
647	674	4000.00000
647	675	4000.00000
647	702	4000.00000
648	675	4000.00000
648	676	4000.00000
648	703	4000.00000
649	676	4000.00000
649	677	4000.00000
649	704	4000.00000
650	677	4000.00000
650	678	4000.00000
650	705	4000.00000
651	678	4000.00000
651	679	4000.00000
651	706	4000.00000
652	679	4000.00000
652	680	4000.00000
652	707	4000.00000
653	680	4000.00000
653	681	4000.00000
653	708	4000.00000
654	681	4000.00000
654	682	4000.00000
654	709	4000.00000
655	682	4000.00000
655	683	4000.00000
655	710	4000.00000
656	683	4000.00000
656	684	4000.00000
656	711	4000.00000
657	684	4000.00000
657	685	4000.00000
657	712	4000.00000
658	685	4000.00000
658	686	4000.00000
658	713	4000.00000
659	659	12000.00000
659	686	4000.00000
661	688	4000.00000
661	689	4000.00000
661	716	4000.00000
662	689	4000.00000
662	690	4000.00000
662	717	4000.00000
663	690	4000.00000
663	691	4000.00000
663	718	4000.00000
664	691	4000.00000
664	692	4000.00000
664	719	4000.00000
665	692	4000.00000
665	693	4000.00000
665	720	4000.00000
666	693	4000.00000
666	694	4000.00000
666	721	4000.00000
667	694	4000.00000
667	695	4000.00000
667	722	4000.00000
668	695	4000.00000
668	696	4000.00000
668	723	4000.00000
669	696	4000.00000
669	697	4000.00000
669	724	4000.00000
670	697	4000.00000
670	698	4000.00000
670	725	4000.00000
671	698	4000.00000
671	699	4000.00000
671	726	4000.00000
672	699	4000.00000
672	700	4000.00000
672	727	4000.00000
673	700	4000.00000
673	701	4000.00000
673	728	4000.00000
674	701	4000.00000
674	702	4000.00000
674	729	4000.00000
675	702	4000.00000
675	703	4000.00000
675	730	4000.00000
676	703	4000.00000
676	704	4000.00000
676	731	4000.00000
677	704	4000.00000
677	705	4000.00000
677	732	4000.00000
678	705	4000.00000
678	706	4000.00000
678	733	4000.00000
679	706	4000.00000
679	707	4000.00000
679	734	4000.00000
680	707	4000.00000
680	708	4000.00000
680	735	4000.00000
681	708	4000.00000
681	709	4000.00000
681	736	4000.00000
682	709	4000.00000
682	710	4000.00000
682	737	4000.00000
683	710	4000.00000
683	711	4000.00000
683	738	4000.00000
684	711	4000.00000
684	712	4000.00000
684	739	4000.00000
685	712	4000.00000
685	713	4000.00000
685	740	4000.00000
686	686	4000.00000
686	713	4000.00000
686	741	4000.00000
688	688	8000.00000
688	716	4000.00000
688	743	4000.00000
689	716	4000.00000
689	717	4000.00000
689	744	4000.00000
690	717	4000.00000
690	718	4000.00000
690	745	4000.00000
691	718	4000.00000
691	719	4000.00000
691	746	4000.00000
692	719	4000.00000
692	720	4000.00000
692	747	4000.00000
693	720	4000.00000
693	721	4000.00000
693	748	4000.00000
694	721	4000.00000
694	722	4000.00000
694	749	4000.00000
695	722	4000.00000
695	723	4000.00000
695	750	4000.00000
696	723	4000.00000
696	724	4000.00000
696	751	4000.00000
697	724	4000.00000
697	725	4000.00000
697	752	4000.00000
698	725	4000.00000
698	726	4000.00000
698	753	4000.00000
699	726	4000.00000
699	727	4000.00000
699	754	4000.00000
700	727	4000.00000
700	728	4000.00000
700	755	4000.00000
701	728	4000.00000
701	729	4000.00000
701	756	4000.00000
702	729	4000.00000
702	730	4000.00000
702	757	4000.00000
703	730	4000.00000
703	731	4000.00000
703	758	4000.00000
704	731	4000.00000
704	732	4000.00000
704	759	4000.00000
705	732	4000.00000
705	733	4000.00000
705	760	4000.00000
706	733	4000.00000
706	734	4000.00000
706	761	4000.00000
707	734	4000.00000
707	735	4000.00000
707	762	4000.00000
708	735	4000.00000
708	736	4000.00000
708	763	4000.00000
709	736	4000.00000
709	737	4000.00000
709	764	4000.00000
710	737	4000.00000
710	738	4000.00000
710	765	4000.00000
711	738	4000.00000
711	739	4000.00000
711	766	4000.00000
712	739	4000.00000
712	740	4000.00000
712	767	4000.00000
713	740	4000.00000
713	741	4000.00000
713	768	4000.00000
716	743	4000.00000
716	744	4000.00000
716	771	4000.00000
717	744	4000.00000
717	745	4000.00000
717	772	4000.00000
718	745	4000.00000
718	746	4000.00000
718	773	4000.00000
719	746	4000.00000
719	747	4000.00000
719	774	4000.00000
720	747	4000.00000
720	748	4000.00000
720	775	4000.00000
721	748	4000.00000
721	749	4000.00000
721	776	4000.00000
722	749	4000.00000
722	750	4000.00000
722	777	4000.00000
723	750	4000.00000
723	751	4000.00000
723	778	4000.00000
724	751	4000.00000
724	752	4000.00000
724	779	4000.00000
725	752	4000.00000
725	753	4000.00000
725	780	4000.00000
726	753	4000.00000
726	754	4000.00000
726	781	4000.00000
727	754	4000.00000
727	755	4000.00000
727	782	4000.00000
728	755	4000.00000
728	756	4000.00000
728	783	4000.00000
729	756	4000.00000
729	757	4000.00000
729	784	4000.00000
730	757	4000.00000
730	758	4000.00000
730	785	4000.00000
731	758	4000.00000
731	759	4000.00000
731	786	4000.00000
732	759	4000.00000
732	760	4000.00000
732	787	4000.00000
733	760	4000.00000
733	761	4000.00000
733	788	4000.00000
734	761	4000.00000
734	762	4000.00000
734	789	4000.00000
735	762	4000.00000
735	763	4000.00000
735	790	4000.00000
736	763	4000.00000
736	764	4000.00000
736	791	4000.00000
737	764	4000.00000
737	765	4000.00000
737	792	4000.00000
738	765	4000.00000
738	766	4000.00000
738	793	4000.00000
739	766	4000.00000
739	767	4000.00000
739	794	4000.00000
740	767	4000.00000
740	768	4000.00000
740	795	4000.00000
741	741	8000.00000
741	768	4000.00000
741	796	4000.00000
743	743	12000.00000
743	771	4000.00000
744	771	4000.00000
744	772	4000.00000
744	799	4000.00000
745	772	4000.00000
745	773	4000.00000
745	800	4000.00000
746	773	4000.00000
746	774	4000.00000
746	801	4000.00000
747	774	4000.00000
747	775	4000.00000
747	802	4000.00000
748	775	4000.00000
748	776	4000.00000
748	803	4000.00000
749	776	4000.00000
749	777	4000.00000
749	804	4000.00000
750	777	4000.00000
750	778	4000.00000
750	805	4000.00000
751	778	4000.00000
751	779	4000.00000
751	806	4000.00000
752	779	4000.00000
752	780	4000.00000
752	807	4000.00000
753	780	4000.00000
753	781	4000.00000
753	808	4000.00000
754	781	4000.00000
754	782	4000.00000
754	809	4000.00000
755	782	4000.00000
755	783	4000.00000
755	810	4000.00000
756	783	4000.00000
756	784	4000.00000
756	811	4000.00000
757	784	4000.00000
757	785	4000.00000
757	812	4000.00000
758	785	4000.00000
758	786	4000.00000
758	813	4000.00000
759	786	4000.00000
759	787	4000.00000
759	814	4000.00000
760	787	4000.00000
760	788	4000.00000
760	815	4000.00000
761	788	4000.00000
761	789	4000.00000
761	816	4000.00000
762	789	4000.00000
762	790	4000.00000
762	817	4000.00000
763	790	4000.00000
763	791	4000.00000
763	818	4000.00000
764	791	4000.00000
764	792	4000.00000
764	819	4000.00000
765	792	4000.00000
765	793	4000.00000
765	820	4000.00000
766	793	4000.00000
766	794	4000.00000
766	821	4000.00000
767	794	4000.00000
767	795	4000.00000
767	822	4000.00000
768	795	4000.00000
768	796	4000.00000
768	823	4000.00000
771	771	4000.00000
771	799	4000.00000
771	826	4000.00000
772	799	4000.00000
772	800	4000.00000
772	827	4000.00000
773	800	4000.00000
773	801	4000.00000
773	828	4000.00000
774	801	4000.00000
774	802	4000.00000
774	829	4000.00000
775	802	4000.00000
775	803	4000.00000
775	830	4000.00000
776	803	4000.00000
776	804	4000.00000
776	831	4000.00000
777	804	4000.00000
777	805	4000.00000
777	832	4000.00000
778	805	4000.00000
778	806	4000.00000
778	833	4000.00000
779	806	4000.00000
779	807	4000.00000
779	834	4000.00000
780	807	4000.00000
780	808	4000.00000
780	835	4000.00000
781	808	4000.00000
781	809	4000.00000
781	836	4000.00000
782	809	4000.00000
782	810	4000.00000
782	837	4000.00000
783	810	4000.00000
783	811	4000.00000
783	838	4000.00000
784	811	4000.00000
784	812	4000.00000
784	839	4000.00000
785	812	4000.00000
785	813	4000.00000
785	840	4000.00000
786	813	4000.00000
786	814	4000.00000
786	841	4000.00000
787	814	4000.00000
787	815	4000.00000
787	842	4000.00000
788	815	4000.00000
788	816	4000.00000
788	843	4000.00000
789	816	4000.00000
789	817	4000.00000
789	844	4000.00000
790	817	4000.00000
790	818	4000.00000
790	845	4000.00000
791	818	4000.00000
791	819	4000.00000
791	846	4000.00000
792	819	4000.00000
792	820	4000.00000
792	847	4000.00000
793	820	4000.00000
793	821	4000.00000
793	848	4000.00000
794	821	4000.00000
794	822	4000.00000
794	849	4000.00000
795	822	4000.00000
795	823	4000.00000
795	850	4000.00000
796	796	8000.00000
796	823	4000.00000
796	851	4000.00000
799	826	4000.00000
799	827	4000.00000
799	854	4000.00000
800	827	4000.00000
800	828	4000.00000
800	855	4000.00000
801	828	4000.00000
801	829	4000.00000
801	856	4000.00000
802	829	4000.00000
802	830	4000.00000
802	857	4000.00000
803	830	4000.00000
803	831	4000.00000
803	858	4000.00000
804	831	4000.00000
804	832	4000.00000
804	859	4000.00000
805	832	4000.00000
805	833	4000.00000
805	860	4000.00000
806	833	4000.00000
806	834	4000.00000
806	861	4000.00000
807	834	4000.00000
807	835	4000.00000
807	862	4000.00000
808	835	4000.00000
808	836	4000.00000
808	863	4000.00000
809	836	4000.00000
809	837	4000.00000
809	864	4000.00000
810	837	4000.00000
810	838	4000.00000
810	865	4000.00000
811	838	4000.00000
811	839	4000.00000
811	866	4000.00000
812	839	4000.00000
812	840	4000.00000
812	867	4000.00000
813	840	4000.00000
813	841	4000.00000
813	868	4000.00000
814	841	4000.00000
814	842	4000.00000
814	869	4000.00000
815	842	4000.00000
815	843	4000.00000
815	870	4000.00000
816	843	4000.00000
816	844	4000.00000
816	871	4000.00000
817	844	4000.00000
817	845	4000.00000
817	872	4000.00000
818	845	4000.00000
818	846	4000.00000
818	873	4000.00000
819	846	4000.00000
819	847	4000.00000
819	874	4000.00000
820	847	4000.00000
820	848	4000.00000
820	875	4000.00000
821	848	4000.00000
821	849	4000.00000
821	876	4000.00000
822	849	4000.00000
822	850	4000.00000
822	877	4000.00000
823	850	4000.00000
823	851	4000.00000
823	878	4000.00000
826	826	12000.00000
826	854	4000.00000
827	854	4000.00000
827	855	4000.00000
827	882	4000.00000
828	855	4000.00000
828	856	4000.00000
828	883	4000.00000
829	856	4000.00000
829	857	4000.00000
829	884	4000.00000
830	857	4000.00000
830	858	4000.00000
830	885	4000.00000
831	858	4000.00000
831	859	4000.00000
831	886	4000.00000
832	859	4000.00000
832	860	4000.00000
832	887	4000.00000
833	860	4000.00000
833	861	4000.00000
833	888	4000.00000
834	861	4000.00000
834	862	4000.00000
834	889	4000.00000
835	862	4000.00000
835	863	4000.00000
835	890	4000.00000
836	863	4000.00000
836	864	4000.00000
836	891	4000.00000
837	864	4000.00000
837	865	4000.00000
837	892	4000.00000
838	865	4000.00000
838	866	4000.00000
838	893	4000.00000
839	866	4000.00000
839	867	4000.00000
839	894	4000.00000
840	867	4000.00000
840	868	4000.00000
840	895	4000.00000
841	868	4000.00000
841	869	4000.00000
841	896	4000.00000
842	869	4000.00000
842	870	4000.00000
842	897	4000.00000
843	870	4000.00000
843	871	4000.00000
843	898	4000.00000
844	871	4000.00000
844	872	4000.00000
844	899	4000.00000
845	872	4000.00000
845	873	4000.00000
845	900	4000.00000
846	873	4000.00000
846	874	4000.00000
846	901	4000.00000
847	874	4000.00000
847	875	4000.00000
847	902	4000.00000
848	875	4000.00000
848	876	4000.00000
848	903	4000.00000
849	876	4000.00000
849	877	4000.00000
849	904	4000.00000
850	877	4000.00000
850	878	4000.00000
850	905	4000.00000
851	851	4000.00000
851	878	4000.00000
851	879	4000.00000
851	906	4000.00000
854	854	4000.00000
854	882	4000.00000
854	909	4000.00000
855	882	4000.00000
855	883	4000.00000
855	910	4000.00000
856	883	4000.00000
856	884	4000.00000
856	911	4000.00000
857	884	4000.00000
857	885	4000.00000
857	912	4000.00000
858	885	4000.00000
858	886	4000.00000
858	913	4000.00000
859	886	4000.00000
859	887	4000.00000
859	914	4000.00000
860	887	4000.00000
860	888	4000.00000
860	915	4000.00000
861	888	4000.00000
861	889	4000.00000
861	916	4000.00000
862	889	4000.00000
862	890	4000.00000
862	917	4000.00000
