id1	id2	boundary
863	890	4000.00000
863	891	4000.00000
863	918	4000.00000
864	891	4000.00000
864	892	4000.00000
864	919	4000.00000
865	892	4000.00000
865	893	4000.00000
865	920	4000.00000
866	893	4000.00000
866	894	4000.00000
866	921	4000.00000
867	894	4000.00000
867	895	4000.00000
867	922	4000.00000
868	895	4000.00000
868	896	4000.00000
868	923	4000.00000
869	896	4000.00000
869	897	4000.00000
869	924	4000.00000
870	897	4000.00000
870	898	4000.00000
870	925	4000.00000
871	898	4000.00000
871	899	4000.00000
871	926	4000.00000
872	899	4000.00000
872	900	4000.00000
872	927	4000.00000
873	900	4000.00000
873	901	4000.00000
873	928	4000.00000
874	901	4000.00000
874	902	4000.00000
874	929	4000.00000
875	902	4000.00000
875	903	4000.00000
875	930	4000.00000
876	903	4000.00000
876	904	4000.00000
876	931	4000.00000
877	904	4000.00000
877	905	4000.00000
877	932	4000.00000
878	905	4000.00000
878	906	4000.00000
878	933	4000.00000
879	879	16000.00000
879	906	4000.00000
882	909	4000.00000
882	910	4000.00000
882	937	4000.00000
883	910	4000.00000
883	911	4000.00000
883	938	4000.00000
884	911	4000.00000
884	912	4000.00000
884	939	4000.00000
885	912	4000.00000
885	913	4000.00000
885	940	4000.00000
886	913	4000.00000
886	914	4000.00000
886	941	4000.00000
887	914	4000.00000
887	915	4000.00000
887	942	4000.00000
888	915	4000.00000
888	916	4000.00000
888	943	4000.00000
889	916	4000.00000
889	917	4000.00000
889	944	4000.00000
890	917	4000.00000
890	918	4000.00000
890	945	4000.00000
891	918	4000.00000
891	919	4000.00000
891	946	4000.00000
892	919	4000.00000
892	920	4000.00000
892	947	4000.00000
893	920	4000.00000
893	921	4000.00000
893	948	4000.00000
894	921	4000.00000
894	922	4000.00000
894	949	4000.00000
895	922	4000.00000
895	923	4000.00000
895	950	4000.00000
896	923	4000.00000
896	924	4000.00000
896	951	4000.00000
897	924	4000.00000
897	925	4000.00000
897	952	4000.00000
898	925	4000.00000
898	926	4000.00000
898	953	4000.00000
899	926	4000.00000
899	927	4000.00000
899	954	4000.00000
900	927	4000.00000
900	928	4000.00000
900	955	4000.00000
901	928	4000.00000
901	929	4000.00000
901	956	4000.00000
902	929	4000.00000
902	930	4000.00000
902	957	4000.00000
903	930	4000.00000
903	931	4000.00000
903	958	4000.00000
904	931	4000.00000
904	932	4000.00000
904	959	4000.00000
905	932	4000.00000
905	933	4000.00000
905	960	4000.00000
906	906	4000.00000
906	933	4000.00000
906	961	4000.00000
909	909	8000.00000
909	937	4000.00000
909	964	4000.00000
910	937	4000.00000
910	938	4000.00000
910	965	4000.00000
911	938	4000.00000
911	939	4000.00000
911	966	4000.00000
912	939	4000.00000
912	940	4000.00000
912	967	4000.00000
913	940	4000.00000
913	941	4000.00000
913	968	4000.00000
914	941	4000.00000
914	942	4000.00000
914	969	4000.00000
915	942	4000.00000
915	943	4000.00000
915	970	4000.00000
916	943	4000.00000
916	944	4000.00000
916	971	4000.00000
917	944	4000.00000
917	945	4000.00000
917	972	4000.00000
918	945	4000.00000
918	946	4000.00000
918	973	4000.00000
919	946	4000.00000
919	947	4000.00000
919	974	4000.00000
920	947	4000.00000
920	948	4000.00000
920	975	4000.00000
921	948	4000.00000
921	949	4000.00000
921	976	4000.00000
922	949	4000.00000
922	950	4000.00000
922	977	4000.00000
923	950	4000.00000
923	951	4000.00000
923	978	4000.00000
924	951	4000.00000
924	952	4000.00000
924	979	4000.00000
925	952	4000.00000
925	953	4000.00000
925	980	4000.00000
926	953	4000.00000
926	954	4000.00000
926	981	4000.00000
927	954	4000.00000
927	955	4000.00000
927	982	4000.00000
928	955	4000.00000
928	956	4000.00000
928	983	4000.00000
929	956	4000.00000
929	957	4000.00000
929	984	4000.00000
930	957	4000.00000
930	958	4000.00000
930	985	4000.00000
931	958	4000.00000
931	959	4000.00000
931	986	4000.00000
932	959	4000.00000
932	960	4000.00000
932	987	4000.00000
933	960	4000.00000
933	961	4000.00000
933	988	4000.00000
937	964	4000.00000
937	965	4000.00000
937	992	4000.00000
938	965	4000.00000
938	966	4000.00000
938	993	4000.00000
939	966	4000.00000
939	967	4000.00000
939	994	4000.00000
940	967	4000.00000
940	968	4000.00000
940	995	4000.00000
941	968	4000.00000
941	969	4000.00000
941	996	4000.00000
942	969	4000.00000
942	970	4000.00000
942	997	4000.00000
943	970	4000.00000
943	971	4000.00000
943	998	4000.00000
944	971	4000.00000
944	972	4000.00000
944	999	4000.00000
945	972	4000.00000
945	973	4000.00000
946	973	4000.00000
946	974	4000.00000
947	974	4000.00000
947	975	4000.00000
948	975	4000.00000
948	976	4000.00000
949	976	4000.00000
949	977	4000.00000
950	977	4000.00000
950	978	4000.00000
951	978	4000.00000
951	979	4000.00000
952	979	4000.00000
952	980	4000.00000
953	980	4000.00000
953	981	4000.00000
954	981	4000.00000
954	982	4000.00000
955	982	4000.00000
955	983	4000.00000
956	983	4000.00000
956	984	4000.00000
957	984	4000.00000
957	985	4000.00000
958	985	4000.00000
958	986	4000.00000
959	986	4000.00000
959	987	4000.00000
960	987	4000.00000
960	988	4000.00000
961	961	12000.00000
961	988	4000.00000
964	964	12000.00000
964	992	4000.00000
965	992	4000.00000
965	993	4000.00000
966	993	4000.00000
966	994	4000.00000
967	994	4000.00000
967	995	4000.00000
968	995	4000.00000
968	996	4000.00000
969	996	4000.00000
969	997	4000.00000
970	997	4000.00000
970	998	4000.00000
971	998	4000.00000
971	999	4000.00000
972	999	4000.00000
988	988	4000.00000
992	992	4000.00000
1000	945	4000.00000
1000	972	4000.00000
1000	973	4000.00000
1000	1027	4000.00000
1000	1028	4000.00000
1000	1055	4000.00000
1001	946	4000.00000
1001	973	4000.00000
1001	974	4000.00000
1001	1028	4000.00000
1001	1029	4000.00000
1001	1056	4000.00000
1002	947	4000.00000
1002	974	4000.00000
1002	975	4000.00000
1002	1029	4000.00000
1002	1030	4000.00000
1002	1057	4000.00000
1003	948	4000.00000
1003	975	4000.00000
1003	976	4000.00000
1003	1030	4000.00000
1003	1031	4000.00000
1003	1058	4000.00000
1004	949	4000.00000
1004	976	4000.00000
1004	977	4000.00000
1004	1031	4000.00000
1004	1032	4000.00000
1004	1059	4000.00000
1005	950	4000.00000
1005	977	4000.00000
1005	978	4000.00000
1005	1032	4000.00000
1005	1033	4000.00000
1005	1060	4000.00000
1006	951	4000.00000
1006	978	4000.00000
1006	979	4000.00000
1006	1033	4000.00000
1006	1034	4000.00000
1006	1061	4000.00000
1007	952	4000.00000
1007	979	4000.00000
1007	980	4000.00000
1007	1034	4000.00000
1007	1035	4000.00000
1007	1062	4000.00000
1008	953	4000.00000
1008	980	4000.00000
1008	981	4000.00000
1008	1035	4000.00000
1008	1036	4000.00000
1008	1063	4000.00000
1009	954	4000.00000
1009	981	4000.00000
1009	982	4000.00000
1009	1036	4000.00000
1009	1037	4000.00000
1009	1064	4000.00000
1010	955	4000.00000
1010	982	4000.00000
1010	983	4000.00000
1010	1037	4000.00000
1010	1038	4000.00000
1010	1065	4000.00000
1011	956	4000.00000
1011	983	4000.00000
1011	984	4000.00000
1011	1038	4000.00000
1011	1039	4000.00000
1011	1066	4000.00000
1012	957	4000.00000
1012	984	4000.00000
1012	985	4000.00000
1012	1039	4000.00000
1012	1040	4000.00000
1012	1067	4000.00000
1013	958	4000.00000
1013	985	4000.00000
1013	986	4000.00000
1013	1040	4000.00000
1013	1041	4000.00000
1013	1068	4000.00000
1014	959	4000.00000
1014	986	4000.00000
1014	987	4000.00000
1014	1041	4000.00000
1014	1042	4000.00000
1014	1069	4000.00000
1015	960	4000.00000
1015	987	4000.00000
1015	988	4000.00000
1015	1042	4000.00000
1015	1043	4000.00000
1015	1070	4000.00000
1020	965	4000.00000
1020	992	4000.00000
1020	993	4000.00000
1020	1047	4000.00000
1020	1048	4000.00000
1020	1075	4000.00000
1021	966	4000.00000
1021	993	4000.00000
1021	994	4000.00000
1021	1048	4000.00000
1021	1049	4000.00000
1021	1076	4000.00000
1022	967	4000.00000
1022	994	4000.00000
1022	995	4000.00000
1022	1049	4000.00000
1022	1050	4000.00000
1022	1077	4000.00000
1023	968	4000.00000
1023	995	4000.00000
1023	996	4000.00000
1023	1050	4000.00000
1023	1051	4000.00000
1023	1078	4000.00000
1024	969	4000.00000
1024	996	4000.00000
1024	997	4000.00000
1024	1051	4000.00000
1024	1052	4000.00000
1024	1079	4000.00000
1025	970	4000.00000
1025	997	4000.00000
1025	998	4000.00000
1025	1052	4000.00000
1025	1053	4000.00000
1025	1080	4000.00000
1026	971	4000.00000
1026	998	4000.00000
1026	999	4000.00000
1026	1053	4000.00000
1026	1054	4000.00000
1026	1081	4000.00000
1027	972	4000.00000
1027	999	4000.00000
1027	1054	4000.00000
1027	1055	4000.00000
1027	1082	4000.00000
1028	973	4000.00000
1028	1055	4000.00000
1028	1056	4000.00000
1028	1083	4000.00000
1029	974	4000.00000
1029	1056	4000.00000
1029	1057	4000.00000
1029	1084	4000.00000
1030	975	4000.00000
1030	1057	4000.00000
1030	1058	4000.00000
1030	1085	4000.00000
1031	976	4000.00000
1031	1058	4000.00000
1031	1059	4000.00000
1031	1086	4000.00000
1032	977	4000.00000
1032	1059	4000.00000
1032	1060	4000.00000
1032	1087	4000.00000
1033	978	4000.00000
1033	1060	4000.00000
1033	1061	4000.00000
1033	1088	4000.00000
1034	979	4000.00000
1034	1061	4000.00000
1034	1062	4000.00000
1034	1089	4000.00000
1035	980	4000.00000
1035	1062	4000.00000
1035	1063	4000.00000
1035	1090	4000.00000
1036	981	4000.00000
1036	1063	4000.00000
1036	1064	4000.00000
1036	1091	4000.00000
1037	982	4000.00000
1037	1064	4000.00000
1037	1065	4000.00000
1037	1092	4000.00000
1038	983	4000.00000
1038	1065	4000.00000
1038	1066	4000.00000
1038	1093	4000.00000
1039	984	4000.00000
1039	1066	4000.00000
1039	1067	4000.00000
1039	1094	4000.00000
1040	985	4000.00000
1040	1067	4000.00000
1040	1068	4000.00000
1040	1095	4000.00000
1041	986	4000.00000
1041	1068	4000.00000
1041	1069	4000.00000
1041	1096	4000.00000
1042	987	4000.00000
1042	1069	4000.00000
1042	1070	4000.00000
1042	1097	4000.00000
1043	988	4000.00000
1043	1043	8000.00000
1043	1070	4000.00000
1043	1098	4000.00000
1047	992	4000.00000
1047	1047	12000.00000
1047	1075	4000.00000
1048	993	4000.00000
1048	1075	4000.00000
1048	1076	4000.00000
1048	1103	4000.00000
1049	994	4000.00000
1049	1076	4000.00000
1049	1077	4000.00000
1049	1104	4000.00000
1050	995	4000.00000
1050	1077	4000.00000
1050	1078	4000.00000
1050	1105	4000.00000
1051	996	4000.00000
1051	1078	4000.00000
1051	1079	4000.00000
1051	1106	4000.00000
1052	997	4000.00000
1052	1079	4000.00000
1052	1080	4000.00000
1052	1107	4000.00000
1053	998	4000.00000
1053	1080	4000.00000
1053	1081	4000.00000
1053	1108	4000.00000
1054	999	4000.00000
1054	1081	4000.00000
1054	1082	4000.00000
1054	1109	4000.00000
1055	1082	4000.00000
1055	1083	4000.00000
1055	1110	4000.00000
1056	1083	4000.00000
1056	1084	4000.00000
1056	1111	4000.00000
1057	1084	4000.00000
1057	1085	4000.00000
1057	1112	4000.00000
1058	1085	4000.00000
1058	1086	4000.00000
1058	1113	4000.00000
1059	1086	4000.00000
1059	1087	4000.00000
1059	1114	4000.00000
1060	1087	4000.00000
1060	1088	4000.00000
1060	1115	4000.00000
1061	1088	4000.00000
1061	1089	4000.00000
1061	1116	4000.00000
1062	1089	4000.00000
1062	1090	4000.00000
1062	1117	4000.00000
1063	1090	4000.00000
1063	1091	4000.00000
1063	1118	4000.00000
1064	1091	4000.00000
1064	1092	4000.00000
1064	1119	4000.00000
1065	1092	4000.00000
1065	1093	4000.00000
1065	1120	4000.00000
1066	1093	4000.00000
1066	1094	4000.00000
1066	1121	4000.00000
1067	1094	4000.00000
1067	1095	4000.00000
1067	1122	4000.00000
1068	1095	4000.00000
1068	1096	4000.00000
1068	1123	4000.00000
1069	1096	4000.00000
1069	1097	4000.00000
1069	1124	4000.00000
1070	1097	4000.00000
1070	1098	4000.00000
1070	1125	4000.00000
1075	1075	4000.00000
1075	1103	4000.00000
1075	1130	4000.00000
1076	1103	4000.00000
1076	1104	4000.00000
1076	1131	4000.00000
1077	1104	4000.00000
1077	1105	4000.00000
1077	1132	4000.00000
1078	1105	4000.00000
1078	1106	4000.00000
1078	1133	4000.00000
1079	1106	4000.00000
1079	1107	4000.00000
1079	1134	4000.00000
1080	1107	4000.00000
1080	1108	4000.00000
1080	1135	4000.00000
1081	1108	4000.00000
1081	1109	4000.00000
1081	1136	4000.00000
1082	1109	4000.00000
1082	1110	4000.00000
1082	1137	4000.00000
1083	1110	4000.00000
1083	1111	4000.00000
1083	1138	4000.00000
1084	1111	4000.00000
1084	1112	4000.00000
1084	1139	4000.00000
1085	1112	4000.00000
1085	1113	4000.00000
1085	1140	4000.00000
1086	1113	4000.00000
1086	1114	4000.00000
1086	1141	4000.00000
1087	1114	4000.00000
1087	1115	4000.00000
1087	1142	4000.00000
1088	1115	4000.00000
1088	1116	4000.00000
1088	1143	4000.00000
1089	1116	4000.00000
1089	1117	4000.00000
1089	1144	4000.00000
1090	1117	4000.00000
1090	1118	4000.00000
1090	1145	4000.00000
1091	1118	4000.00000
1091	1119	4000.00000
1091	1146	4000.00000
1092	1119	4000.00000
1092	1120	4000.00000
1092	1147	4000.00000
1093	1120	4000.00000
1093	1121	4000.00000
1093	1148	4000.00000
1094	1121	4000.00000
1094	1122	4000.00000
1094	1149	4000.00000
1095	1122	4000.00000
1095	1123	4000.00000
1095	1150	4000.00000
1096	1123	4000.00000
1096	1124	4000.00000
1096	1151	4000.00000
1097	1124	4000.00000
1097	1125	4000.00000
1097	1152	4000.00000
1098	1098	8000.00000
1098	1125	4000.00000
1098	1153	4000.00000
1103	1130	4000.00000
1103	1131	4000.00000
1103	1158	4000.00000
1104	1131	4000.00000
1104	1132	4000.00000
1104	1159	4000.00000
1105	1132	4000.00000
1105	1133	4000.00000
1105	1160	4000.00000
1106	1133	4000.00000
1106	1134	4000.00000
1106	1161	4000.00000
1107	1134	4000.00000
1107	1135	4000.00000
1107	1162	4000.00000
1108	1135	4000.00000
1108	1136	4000.00000
1108	1163	4000.00000
1109	1136	4000.00000
1109	1137	4000.00000
1109	1164	4000.00000
1110	1137	4000.00000
1110	1138	4000.00000
1110	1165	4000.00000
1111	1138	4000.00000
1111	1139	4000.00000
1111	1166	4000.00000
1112	1139	4000.00000
1112	1140	4000.00000
1112	1167	4000.00000
1113	1140	4000.00000
1113	1141	4000.00000
1113	1168	4000.00000
1114	1141	4000.00000
1114	1142	4000.00000
1114	1169	4000.00000
1115	1142	4000.00000
1115	1143	4000.00000
1115	1170	4000.00000
1116	1143	4000.00000
1116	1144	4000.00000
1116	1171	4000.00000
1117	1144	4000.00000
1117	1145	4000.00000
1117	1172	4000.00000
1118	1145	4000.00000
1118	1146	4000.00000
1118	1173	4000.00000
1119	1146	4000.00000
1119	1147	4000.00000
1119	1174	4000.00000
1120	1147	4000.00000
1120	1148	4000.00000
1120	1175	4000.00000
1121	1148	4000.00000
1121	1149	4000.00000
1121	1176	4000.00000
1122	1149	4000.00000
1122	1150	4000.00000
1122	1177	4000.00000
1123	1150	4000.00000
1123	1151	4000.00000
1123	1178	4000.00000
1124	1151	4000.00000
1124	1152	4000.00000
1124	1179	4000.00000
1125	1152	4000.00000
1125	1153	4000.00000
1125	1180	4000.00000
1130	1130	12000.00000
1130	1158	4000.00000
1131	1158	4000.00000
1131	1159	4000.00000
1131	1186	4000.00000
1132	1159	4000.00000
1132	1160	4000.00000
1132	1187	4000.00000
1133	1160	4000.00000
1133	1161	4000.00000
1133	1188	4000.00000
1134	1161	4000.00000
1134	1162	4000.00000
1134	1189	4000.00000
1135	1162	4000.00000
1135	1163	4000.00000
1135	1190	4000.00000
1136	1163	4000.00000
1136	1164	4000.00000
1136	1191	4000.00000
1137	1164	4000.00000
1137	1165	4000.00000
1137	1192	4000.00000
1138	1165	4000.00000
1138	1166	4000.00000
1138	1193	4000.00000
1139	1166	4000.00000
1139	1167	4000.00000
1139	1194	4000.00000
1140	1167	4000.00000
1140	1168	4000.00000
1140	1195	4000.00000
1141	1168	4000.00000
1141	1169	4000.00000
1141	1196	4000.00000
1142	1169	4000.00000
1142	1170	4000.00000
1142	1197	4000.00000
1143	1170	4000.00000
1143	1171	4000.00000
1143	1198	4000.00000
1144	1171	4000.00000
1144	1172	4000.00000
1144	1199	4000.00000
1145	1172	4000.00000
1145	1173	4000.00000
1145	1200	4000.00000
1146	1173	4000.00000
1146	1174	4000.00000
1146	1201	4000.00000
1147	1174	4000.00000
1147	1175	4000.00000
1147	1202	4000.00000
1148	1175	4000.00000
1148	1176	4000.00000
1148	1203	4000.00000
1149	1176	4000.00000
1149	1177	4000.00000
1149	1204	4000.00000
1150	1177	4000.00000
1150	1178	4000.00000
1150	1205	4000.00000
1151	1178	4000.00000
1151	1179	4000.00000
1151	1206	4000.00000
1152	1179	4000.00000
1152	1180	4000.00000
1152	1207	4000.00000
1153	1153	4000.00000
1153	1180	4000.00000
1153	1181	4000.00000
1153	1208	4000.00000
1158	1158	8000.00000
1158	1186	4000.00000
1159	1186	4000.00000
1159	1187	4000.00000
1159	1214	4000.00000
1160	1187	4000.00000
1160	1188	4000.00000
1160	1215	4000.00000
1161	1188	4000.00000
1161	1189	4000.00000
1161	1216	4000.00000
1162	1189	4000.00000
1162	1190	4000.00000
1162	1217	4000.00000
1163	1190	4000.00000
1163	1191	4000.00000
1163	1218	4000.00000
1164	1191	4000.00000
1164	1192	4000.00000
1164	1219	4000.00000
1165	1192	4000.00000
1165	1193	4000.00000
1165	1220	4000.00000
1166	1193	4000.00000
1166	1194	4000.00000
1166	1221	4000.00000
1167	1194	4000.00000
1167	1195	4000.00000
1167	1222	4000.00000
1168	1195	4000.00000
1168	1196	4000.00000
1168	1223	4000.00000
1169	1196	4000.00000
1169	1197	4000.00000
1169	1224	4000.00000
1170	1197	4000.00000
1170	1198	4000.00000
1170	1225	4000.00000
1171	1198	4000.00000
1171	1199	4000.00000
1171	1226	4000.00000
1172	1199	4000.00000
1172	1200	4000.00000
1172	1227	4000.00000
1173	1200	4000.00000
1173	1201	4000.00000
1173	1228	4000.00000
1174	1201	4000.00000
1174	1202	4000.00000
1174	1229	4000.00000
1175	1202	4000.00000
1175	1203	4000.00000
1175	1230	4000.00000
1176	1203	4000.00000
1176	1204	4000.00000
1176	1231	4000.00000
1177	1204	4000.00000
1177	1205	4000.00000
1177	1232	4000.00000
1178	1205	4000.00000
1178	1206	4000.00000
1178	1233	4000.00000
1179	1206	4000.00000
1179	1207	4000.00000
1179	1234	4000.00000
1180	1207	4000.00000
1180	1208	4000.00000
1180	1235	4000.00000
1181	1181	16000.00000
1181	1208	4000.00000
1186	1186	4000.00000
1186	1214	4000.00000
1186	1241	4000.00000
1187	1214	4000.00000
1187	1215	4000.00000
1187	1242	4000.00000
1188	1215	4000.00000
1188	1216	4000.00000
1188	1243	4000.00000
1189	1216	4000.00000
1189	1217	4000.00000
1189	1244	4000.00000
1190	1217	4000.00000
1190	1218	4000.00000
1190	1245	4000.00000
1191	1218	4000.00000
1191	1219	4000.00000
1191	1246	4000.00000
1192	1219	4000.00000
1192	1220	4000.00000
1192	1247	4000.00000
1193	1220	4000.00000
1193	1221	4000.00000
1193	1248	4000.00000
1194	1221	4000.00000
1194	1222	4000.00000
1194	1249	4000.00000
1195	1222	4000.00000
1195	1223	4000.00000
1195	1250	4000.00000
1196	1223	4000.00000
1196	1224	4000.00000
1196	1251	4000.00000
1197	1224	4000.00000
1197	1225	4000.00000
1197	1252	4000.00000
1198	1225	4000.00000
1198	1226	4000.00000
1198	1253	4000.00000
1199	1226	4000.00000
1199	1227	4000.00000
1199	1254	4000.00000
1200	1227	4000.00000
1200	1228	4000.00000
1200	1255	4000.00000
1201	1228	4000.00000
1201	1229	4000.00000
1201	1256	4000.00000
1202	1229	4000.00000
1202	1230	4000.00000
1202	1257	4000.00000
1203	1230	4000.00000
1203	1231	4000.00000
1203	1258	4000.00000
1204	1231	4000.00000
1204	1232	4000.00000
1204	1259	4000.00000
1205	1232	4000.00000
1205	1233	4000.00000
1205	1260	4000.00000
1206	1233	4000.00000
1206	1234	4000.00000
1206	1261	4000.00000
1207	1234	4000.00000
1207	1235	4000.00000
1207	1262	4000.00000
1208	1208	4000.00000
1208	1235	4000.00000
1208	1263	4000.00000
1214	1241	4000.00000
1214	1242	4000.00000
1214	1269	4000.00000
1215	1242	4000.00000
1215	1243	4000.00000
1215	1270	4000.00000
1216	1243	4000.00000
1216	1244	4000.00000
1216	1271	4000.00000
1217	1244	4000.00000
1217	1245	4000.00000
1217	1272	4000.00000
1218	1245	4000.00000
1218	1246	4000.00000
1218	1273	4000.00000
1219	1246	4000.00000
1219	1247	4000.00000
1219	1274	4000.00000
1220	1247	4000.00000
1220	1248	4000.00000
1220	1275	4000.00000
1221	1248	4000.00000
1221	1249	4000.00000
1221	1276	4000.00000
1222	1249	4000.00000
1222	1250	4000.00000
1222	1277	4000.00000
1223	1250	4000.00000
1223	1251	4000.00000
1223	1278	4000.00000
1224	1251	4000.00000
1224	1252	4000.00000
1224	1279	4000.00000
1225	1252	4000.00000
1225	1253	4000.00000
1225	1280	4000.00000
1226	1253	4000.00000
1226	1254	4000.00000
1226	1281	4000.00000
1227	1254	4000.00000
1227	1255	4000.00000
1227	1282	4000.00000
1228	1255	4000.00000
1228	1256	4000.00000
1228	1283	4000.00000
1229	1256	4000.00000
1229	1257	4000.00000
1229	1284	4000.00000
1230	1257	4000.00000
1230	1258	4000.00000
1230	1285	4000.00000
1231	1258	4000.00000
1231	1259	4000.00000
1231	1286	4000.00000
1232	1259	4000.00000
1232	1260	4000.00000
1232	1287	4000.00000
1233	1260	4000.00000
1233	1261	4000.00000
1233	1288	4000.00000
1234	1261	4000.00000
1234	1262	4000.00000
1234	1289	4000.00000
1235	1262	4000.00000
1235	1263	4000.00000
1235	1290	4000.00000
1241	1241	8000.00000
1241	1269	4000.00000
1241	1296	4000.00000
1242	1269	4000.00000
1242	1270	4000.00000
1242	1297	4000.00000
1243	1270	4000.00000
1243	1271	4000.00000
1243	1298	4000.00000
1244	1271	4000.00000
1244	1272	4000.00000
1244	1299	4000.00000
1245	1272	4000.00000
1245	1273	4000.00000
1245	1300	4000.00000
1246	1273	4000.00000
1246	1274	4000.00000
1246	1301	4000.00000
1247	1274	4000.00000
1247	1275	4000.00000
1247	1302	4000.00000
1248	1275	4000.00000
1248	1276	4000.00000
1248	1303	4000.00000
1249	1276	4000.00000
1249	1277	4000.00000
1249	1304	4000.00000
1250	1277	4000.00000
1250	1278	4000.00000
1250	1305	4000.00000
1251	1278	4000.00000
1251	1279	4000.00000
1251	1306	4000.00000
1252	1279	4000.00000
1252	1280	4000.00000
1252	1307	4000.00000
1253	1280	4000.00000
1253	1281	4000.00000
1253	1308	4000.00000
1254	1281	4000.00000
1254	1282	4000.00000
1254	1309	4000.00000
1255	1282	4000.00000
1255	1283	4000.00000
1255	1310	4000.00000
1256	1283	4000.00000
1256	1284	4000.00000
1256	1311	4000.00000
1257	1284	4000.00000
1257	1285	4000.00000
1257	1312	4000.00000
1258	1285	4000.00000
1258	1286	4000.00000
1258	1313	4000.00000
1259	1286	4000.00000
1259	1287	4000.00000
1259	1314	4000.00000
1260	1287	4000.00000
1260	1288	4000.00000
1260	1315	4000.00000
1261	1288	4000.00000
1261	1289	4000.00000
1261	1316	4000.00000
1262	1289	4000.00000
1262	1290	4000.00000
1262	1317	4000.00000
1263	1263	8000.00000
1263	1290	4000.00000
1263	1318	4000.00000
1269	1296	4000.00000
1269	1297	4000.00000
1269	1324	4000.00000
1270	1297	4000.00000
1270	1298	4000.00000
1270	1325	4000.00000
1271	1298	4000.00000
1271	1299	4000.00000
1271	1326	4000.00000
1272	1299	4000.00000
1272	1300	4000.00000
1272	1327	4000.00000
1273	1300	4000.00000
1273	1301	4000.00000
1273	1328	4000.00000
1274	1301	4000.00000
1274	1302	4000.00000
1274	1329	4000.00000
1275	1302	4000.00000
1275	1303	4000.00000
1275	1330	4000.00000
1276	1303	4000.00000
1276	1304	4000.00000
1276	1331	4000.00000
1277	1304	4000.00000
1277	1305	4000.00000
1277	1332	4000.00000
1278	1305	4000.00000
1278	1306	4000.00000
1278	1333	4000.00000
1279	1306	4000.00000
1279	1307	4000.00000
1279	1334	4000.00000
1280	1307	4000.00000
1280	1308	4000.00000
1280	1335	4000.00000
1281	1308	4000.00000
1281	1309	4000.00000
1281	1336	4000.00000
1282	1309	4000.00000
1282	1310	4000.00000
1282	1337	4000.00000
1283	1310	4000.00000
1283	1311	4000.00000
1283	1338	4000.00000
1284	1311	4000.00000
1284	1312	4000.00000
1284	1339	4000.00000
1285	1312	4000.00000
1285	1313	4000.00000
1285	1340	4000.00000
1286	1313	4000.00000
1286	1314	4000.00000
1286	1341	4000.00000
1287	1314	4000.00000
1287	1315	4000.00000
1287	1342	4000.00000
1288	1315	4000.00000
1288	1316	4000.00000
1288	1343	4000.00000
1289	1316	4000.00000
1289	1317	4000.00000
1289	1344	4000.00000
1290	1317	4000.00000
1290	1318	4000.00000
1290	1345	4000.00000
1296	1296	8000.00000
1296	1324	4000.00000
1296	1351	4000.00000
1297	1324	4000.00000
1297	1325	4000.00000
1297	1352	4000.00000
1298	1325	4000.00000
1298	1326	4000.00000
1298	1353	4000.00000
1299	1326	4000.00000
1299	1327	4000.00000
1299	1354	4000.00000
1300	1327	4000.00000
1300	1328	4000.00000
1300	1355	4000.00000
1301	1328	4000.00000
1301	1329	4000.00000
1301	1356	4000.00000
1302	1329	4000.00000
1302	1330	4000.00000
1302	1357	4000.00000
1303	1330	4000.00000
1303	1331	4000.00000
1303	1358	4000.00000
1304	1331	4000.00000
1304	1332	4000.00000
1304	1359	4000.00000
1305	1332	4000.00000
1305	1333	4000.00000
1305	1360	4000.00000
1306	1333	4000.00000
1306	1334	4000.00000
1306	1361	4000.00000
1307	1334	4000.00000
1307	1335	4000.00000
1307	1362	4000.00000
1308	1335	4000.00000
1308	1336	4000.00000
1308	1363	4000.00000
1309	1336	4000.00000
1309	1337	4000.00000
1309	1364	4000.00000
1310	1337	4000.00000
1310	1338	4000.00000
1310	1365	4000.00000
1311	1338	4000.00000
1311	1339	4000.00000
1311	1366	4000.00000
1312	1339	4000.00000
1312	1340	4000.00000
1312	1367	4000.00000
1313	1340	4000.00000
1313	1341	4000.00000
1313	1368	4000.00000
1314	1341	4000.00000
1314	1342	4000.00000
1314	1369	4000.00000
1315	1342	4000.00000
1315	1343	4000.00000
1315	1370	4000.00000
1316	1343	4000.00000
1316	1344	4000.00000
1316	1371	4000.00000
1317	1344	4000.00000
1317	1345	4000.00000
1317	1372	4000.00000
1318	1318	8000.00000
1318	1345	4000.00000
1318	1373	4000.00000
1324	1351	4000.00000
1324	1352	4000.00000
1324	1379	4000.00000
1325	1352	4000.00000
1325	1353	4000.00000
1325	1380	4000.00000
1326	1353	4000.00000
1326	1354	4000.00000
1326	1381	4000.00000
1327	1354	4000.00000
1327	1355	4000.00000
1327	1382	4000.00000
1328	1355	4000.00000
1328	1356	4000.00000
1328	1383	4000.00000
1329	1356	4000.00000
1329	1357	4000.00000
1329	1384	4000.00000
1330	1357	4000.00000
1330	1358	4000.00000
1330	1385	4000.00000
1331	1358	4000.00000
1331	1359	4000.00000
1331	1386	4000.00000
1332	1359	4000.00000
1332	1360	4000.00000
1332	1387	4000.00000
1333	1360	4000.00000
1333	1361	4000.00000
1333	1388	4000.00000
1334	1361	4000.00000
1334	1362	4000.00000
1334	1389	4000.00000
1335	1362	4000.00000
